cod_mun|DAS_pagos|qtd_optantes|adimplencia|inadimplencia|uf|qtd_populacao_estimada|nm_municipio|vlr_adic_bruto_agropecuaria|vlr_adic_bruto_industria|vlr_adic_bruto_servicos|vlr_adic_bruto_administracao|vlr_adic_bruto_total|impostos_liquidos_sobre_produtos|pib|pib_per_capita|atividade_maior_vlr_adic_bruto|atividade_2maior_vlr_adic_bruto|atividade_3maior_vlr_adic_bruto
1303809|169|618|0.27|0.73|AM|46303|São Gabriel da Cachoeira|11339|14783|93284|192837|312243|16904|329147|7344.41|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1303908|87|209|0.42|0.58|AM|40073|São Paulo de Olivença|26338|9699|40892|169196|246125|4969|251094|6519.38|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1303957|28|130|0.22|0.78|AM|14352|São Sebastião do Uatumã|29679|5206|21657|57512|114054|3116|117170|8561.91|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1304005|33|104|0.32|0.68|AM|9230|Silves|35882|3684|15732|43842|99139|2260|101399|11130.49|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1304062|278|987|0.28|0.72|AM|67182|Tabatinga|28468|27319|171418|271441|498645|34966|533611|8274.57|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1304104|26|59|0.44|0.56|AM|17015|Tapauá|114781|7787|32525|89079|244173|3341|247513|14307.96|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Agricultura, inclusive apoio à agricultura e a pós colheita
1304203|246|961|0.26|0.74|AM|59547|Tefé|158744|212588|241967|275382|888681|45530|934211|15530.32|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Indústrias extrativas
1304237|40|128|0.31|0.69|AM|18897|Tonantins|17943|4916|22118|86036|131014|2820|133833|7191.47|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1304260|19|67|0.28|0.72|AM|13690|Uarini|79722|6900|32504|63417|182543|5223|187766|14026.01|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1304302|82|298|0.28|0.72|AM|16130|Urucará|201893|7654|37305|77996|324848|5628|330475|20171.84|Produção florestal, pesca e aquicultura|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1304401|60|129|0.47|0.53|AM|23585|Urucurituba|23558|7296|35957|94477|161288|5063|166351|7381.23|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1400027|37|93|0.40|0.60|RR|13185|Amajari|32248|4424|14490|116288|167449|2236|169685|13690.88|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1400050|87|217|0.40|0.60|RR|15380|Alto Alegre|80206|11327|34210|150236|275980|4135|280115|17912.43|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1400100|5970|14079|0.42|0.58|RR|419652|Boa Vista|95192|1184859|4115851|3710069|9105971|936285|10042255|26752.67|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1400159|77|199|0.39|0.61|RR|12557|Bonfim|108327|13355|33650|121696|277029|4312|281340|22953.42|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1400175|47|188|0.25|0.75|RR|18799|Cantá|29687|18323|28582|172948|249540|18939|268479|15025.69|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1400209|138|531|0.26|0.74|RR|22283|Caracaraí|36058|18191|60283|216052|330583|16455|347038|16093.39|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1400233|125|176|0.71|0.29|RR|10383|Caroebe|45751|8533|23792|96166|174242|4150|178391|17928.78|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
1400282|58|113|0.51|0.49|RR|12296|Iracema|22987|4900|18292|111258|157436|2458|159894|13783.97|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1400308|96|371|0.26|0.74|RR|18172|Mucajaí|40857|21598|58589|167609|288653|20914|309567|17661.31|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1400407|50|81|0.62|0.38|RR|11532|Normandia|23125|4641|15017|109293|152077|1418|153494|13897.19|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1400456|99|365|0.27|0.73|RR|18913|Pacaraima|7082|7568|36246|146295|197191|7266|204457|13123.04|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1400472|393|862|0.46|0.54|RR|30782|Rorainópolis|57330|36355|118111|284690|496486|50939|547425|18536.04|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1400506|64|167|0.38|0.62|RR|8348|São João da Baliza|26530|12925|34298|79095|152848|24882|177730|22072.82|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1400605|14|113|0.12|0.88|RR|8110|São Luiz|30518|7118|19029|74840|131504|7569|139073|17693.77|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1400704|24|44|0.55|0.45|RR|10789|Uiramutã|4936|1379|6556|97230|110101|942|111043|10754.79|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1500107|1129|2669|0.42|0.58|PA|159080|Abaetetuba|160293|65836|525182|558137|1309448|104390|1413838|9046.13|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1500131|86|145|0.59|0.41|PA|7486|Abel Figueiredo|15505|6956|23327|31137|76925|5285|82210|11136.56|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Pecuária, inclusive apoio à pecuária
1500206|209|558|0.37|0.63|PA|55669|Acará|495212|41089|120008|238243|894552|19590|914142|16467.17|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1500305|160|309|0.52|0.48|PA|39567|Afuá|110608|16986|50529|170283|348406|9438|357844|9207.83|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1500347|157|215|0.73|0.27|PA|27615|Água Azul do Norte|144206|80716|51396|93731|370048|52999|423047|15529.79|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação
1500404|499|848|0.59|0.41|PA|57092|Alenquer|185571|21363|122975|220275|550184|16589|566773|10034.93|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1500503|244|483|0.51|0.49|PA|34076|Almeirim|62484|160549|138547|158349|519929|71656|591585|17327.19|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Indústrias de transformação
1500602|2199|4239|0.52|0.48|PA|115969|Altamira|234009|693436|1150643|411072|2489161|233146|2722307|24049.71|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Construção
1500701|88|197|0.45|0.55|PA|29688|Anajás|34360|9330|35741|118926|198357|8461|206819|7166.52|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1500800|9759|26688|0.37|0.63|PA|535547|Ananindeua|10036|1009736|3931317|1648846|6599935|923523|7523457|14314.96|Demais serviços|Administração, defesa, educação e saúde públicas e seguridade social|Comércio e reparação de veículos automotores e motocicletas
1500859|258|722|0.36|0.64|PA|28607|Anapu|96753|19625|112132|113142|341652|27267|368918|13582.65|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1500909|210|476|0.44|0.56|PA|46471|Augusto Corrêa|42910|11239|56297|187022|297468|8379|305846|6719.53|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1500958|129|271|0.48|0.52|PA|31773|Aurora do Pará|72912|12935|43073|124501|253421|7422|260843|8442.60|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1501006|30|91|0.33|0.67|PA|16404|Aveiro|34756|3357|12926|65734|116774|1305|118079|7212.72|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1501105|69|140|0.49|0.51|PA|31325|Bagre|64759|6461|25023|108493|204735|3201|207936|6929.13|Administração, defesa, educação e saúde públicas e seguridade social|Agricultura, inclusive apoio à agricultura e a pós colheita|Demais serviços
1501204|123|313|0.39|0.61|PA|48459|Baião|79045|10410|64254|184084|337794|9013|346807|7471.71|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1501253|22|48|0.46|0.54|PA|3262|Bannach|46453|1682|9454|18697|76286|1858|78144|23608.33|Pecuária, inclusive apoio à pecuária|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1501303|1526|3663|0.42|0.58|PA|127027|Barcarena|86391|1891798|1122705|532248|3633142|1104445|4737587|38739.32|Indústrias de transformação|Demais serviços|Construção
1501402|27072|74975|0.36|0.64|PA|1499641|Belém|69341|3809666|17930735|4947567|26757308|4727541|31484849|21191.47|Demais serviços|Comércio e reparação de veículos automotores e motocicletas|Administração, defesa, educação e saúde públicas e seguridade social
1501451|275|463|0.59|0.41|PA|17839|Belterra|36314|8703|33391|75146|153553|5638|159192|9032.66|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1501501|1015|2242|0.45|0.55|PA|63768|Benevides|3631|451768|590578|225615|1271592|318278|1589870|25772.35|Indústrias de transformação|Comércio e reparação de veículos automotores e motocicletas|Demais serviços
1501576|155|225|0.69|0.31|PA|17118|Bom Jesus do Tocantins|48273|18113|38803|63538|168726|7292|176017|10451.71|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1501600|145|215|0.67|0.33|PA|16530|Bonito|19093|35352|23674|53926|132045|19751|151796|9464.79|Administração, defesa, educação e saúde públicas e seguridade social|Indústrias de transformação|Demais serviços
1501709|1275|2728|0.47|0.53|PA|128914|Bragança|147070|73247|411564|421551|1053432|74400|1127832|8920.18|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1501725|255|468|0.54|0.46|PA|14983|Brasil Novo|92080|11308|69230|65520|238138|13737|251874|16581.60|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1501758|45|94|0.48|0.52|PA|7368|Brejo Grande do Araguaia|23316|3198|17713|30497|74724|3456|78180|10576.31|Administração, defesa, educação e saúde públicas e seguridade social|Pecuária, inclusive apoio à pecuária|Demais serviços
1501782|281|655|0.43|0.57|PA|67332|Breu Branco|89249|59717|132980|239947|521894|47858|569751|8800.88|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Produção florestal, pesca e aquicultura
1501808|486|1672|0.29|0.71|PA|103497|Breves|47659|36872|240209|449400|774140|39627|813768|7986.65|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Comércio e reparação de veículos automotores e motocicletas
1501907|102|289|0.35|0.65|PA|29427|Bujaru|252350|20513|58630|114461|445955|7328|453283|15721.51|Agricultura, inclusive apoio à agricultura e a pós colheita|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços
1501956|102|147|0.69|0.31|PA|34609|Cachoeira do Piriá|31907|5275|25897|111483|174563|4877|179439|5408.39|Administração, defesa, educação e saúde públicas e seguridade social|Demais serviços|Agricultura, inclusive apoio à agricultura e a pós colheita
1502004|77|215|0.36|0.64|PA|24064|Cachoeira do Arari|58601|5775|27333|87370|179080|4230|183310|7811.71|Administração, defesa, educação e saúde públicas e seguridade social|Produção florestal, pesca e aquicultura|Demais serviços
